,Recency,Frequency,AOV,PredictedLTV,Segment
1305,124,1,115.8,109.79598,Low
1306,37,4,935.55,3697.6208,High
1307,71,4,741.46,2975.9578,High
1308,68,2,241.7,493.0086,Mid-Low
1309,224,1,157.2,160.5327,Low
1310,211,1,446.62,434.8508,Mid-Low
1311,26,2,329.32,657.59216,Mid-High
1312,65,2,310.645,617.926,Mid-Low
1313,229,2,672.81,1327.353,Mid-High
1314,256,1,118.75,109.79598,Low
1315,14,54,2159.6096296296296,129117.34,High
1316,10,2,216.44,438.91312,Mid-Low
1317,30,1,507.66,499.09,Mid-Low
1318,10,11,426.6372727272728,4656.4062,High
1319,206,3,370.17333333333335,1105.8832,Mid-High
1320,164,2,144.68,278.36514,Low
1321,77,4,611.4775,2346.4807,High
1322,61,2,815.885,1691.0685,High
1323,266,1,122.53999999999999,121.28946,Low
1324,29,4,143.71,539.80054,Mid-Low
1325,88,1,363.79,357.0609,Mid-Low
1326,1,4,112.71,436.45062,Mid-Low
1327,23,1,134.46,140.4732,Low
1328,50,3,1074.1000000000001,3267.6511,High
1329,287,4,144.22500000000002,539.31,Mid-Low
1330,76,4,139.8525,546.38104,Mid-Low
1331,19,6,200.135,1200.0374,Mid-High
1332,31,2,359.89,734.12494,Mid-High
1333,1,25,189.94080000000002,4754.6797,High
1334,57,1,452.89,455.79715,Mid-Low
1335,321,1,197.65,195.34416,Low
1336,21,6,342.3933333333334,2063.7659,High
1337,6,14,310.89428571428573,4400.3784,High
1338,12,11,353.5009090909091,3992.1052,High
1339,58,2,426.695,870.5617,Mid-High
1340,9,20,543.271,11629.476,High
1341,192,2,506.0,1004.5252,Mid-High
1342,97,1,335.52,338.48694,Mid-Low
1343,8,4,175.35,686.03687,Mid-High
1344,208,1,185.39999999999998,187.0205,Low
1345,50,7,106.77714285714286,746.80133,Mid-High
1346,7,2,233.35,473.49332,Mid-Low
1347,229,1,328.15999999999997,329.68887,Mid-Low
1348,85,1,151.74,154.11266,Low
1349,1,6,345.57166666666666,2078.0208,High
1350,96,6,317.64000000000004,1978.203,High
1351,43,9,249.0111111111111,2324.347,High
1352,80,1,1070.48,1128.3419,Mid-High
1353,21,5,200.876,997.77936,Mid-High
1354,2,6,298.2866666666667,1771.1783,High
1355,6,2,626.37,1174.7284,Mid-High
1356,2,16,119.40625,1844.4365,High
1357,33,1,169.48000000000002,177.51532,Low
1358,237,2,316.2,634.279,Mid-Low
1359,32,9,381.4222222222222,3436.4614,High
1360,167,1,683.17,663.7938,Mid-High
1361,82,3,330.37666666666667,971.45874,Mid-High
1362,100,4,262.53,1052.9994,Mid-High
1363,19,5,446.438,2212.1628,High
1364,16,10,335.096,3322.89,High
1365,42,3,515.7333333333333,1528.9874,Mid-High
1366,174,3,308.57,908.337,Mid-High
1367,33,5,409.61400000000003,2052.0037,High
1368,39,4,365.68,1457.0181,Mid-High
1369,12,4,193.865,795.83466,Mid-High
1370,65,5,628.972,3257.2615,High
1371,71,2,245.43,497.4424,Mid-Low
1372,363,1,161.0,160.5327,Low
1373,316,1,146.85,151.41983,Low
1374,33,11,216.4409090909091,2466.0454,High
1375,20,2,445.17,882.9669,Mid-High
1376,174,1,213.70000000000002,206.15451,Low
1377,225,2,140.275,276.27917,Low
1378,28,9,275.7055555555555,2489.5784,High
1379,210,2,846.725,1713.8762,High
1380,101,3,491.3533333333333,1464.7555,Mid-High
1381,268,1,136.76999999999998,137.42538,Low
1382,308,1,302.58,304.21854,Low
1383,79,1,1228.83,1278.7472,Mid-High
1384,1,4,599.355,2363.432,High
1385,250,2,484.53000000000003,984.0531,Mid-High
1386,54,5,619.9440000000001,3166.8218,High
1387,80,8,1412.2975000000001,11294.335,High
1388,132,1,120.0,121.28946,Low
1389,41,2,581.725,1168.6475,Mid-High
1390,8,7,330.50428571428574,2292.3345,High
1391,145,2,166.985,324.09402,Mid-Low
1392,99,2,265.09,519.8608,Mid-Low
1393,153,3,505.41333333333336,1501.6102,Mid-High
1394,322,1,492.65000000000003,491.53375,Mid-Low
1395,216,1,112.32,107.877205,Low
1396,64,2,218.98,461.6047,Mid-Low
1397,41,4,139.9925,539.80054,Mid-Low
1398,89,3,373.24666666666667,1112.6528,Mid-High
1399,5,3,1405.3999999999999,4204.351,High
1400,187,1,134.04,137.42538,Low
1401,9,13,259.35692307692307,3447.9243,High
1402,21,2,297.625,591.2147,Mid-Low
1403,11,4,477.5025,1869.6946,High
1404,14,3,1542.9166666666667,4592.7974,High
1405,189,2,41.64,94.88502,Low
1406,203,1,426.6,426.11472,Mid-Low
1407,125,5,166.55599999999998,857.4536,Mid-High
1408,1,5,462.93,2297.228,High
1409,48,9,369.50666666666666,3329.5498,High
1410,30,7,636.9442857142857,4495.65,High
1411,137,3,246.47,727.5999,Mid-High
1412,30,1,166.20000000000002,177.51532,Low
1413,8,4,326.3325,1285.3507,Mid-High
1414,21,43,1183.4813953488372,50877.637,High
1415,12,8,459.5125,3721.9185,High
1416,9,1,43.2,38.080368,Low
1417,107,1,640.14,647.49426,Mid-Low
1418,213,1,383.45,383.0781,Mid-Low
1419,61,3,619.6533333333333,1807.286,High
1420,41,2,1046.66,2008.2893,High
1421,79,6,499.28666666666663,2971.3193,High
1422,19,8,245.3325,1900.129,High
1423,233,1,310.26,309.06268,Mid-Low
1424,37,6,268.5983333333333,1627.382,High
1425,97,1,120.0,121.60205,Low
1426,35,6,413.5216666666667,2597.9443,High
1427,55,1,508.58000000000004,523.6659,Mid-Low
1428,197,2,238.895,492.45218,Mid-Low
1429,1,5,306.15,1551.9258,Mid-High
1430,105,2,302.53000000000003,606.8939,Mid-Low
1431,232,1,183.85,186.13237,Low
1432,153,1,311.65,309.06268,Mid-Low
1433,7,7,716.4057142857143,4897.4946,High
1434,114,2,231.32999999999998,473.07968,Mid-Low
1435,13,3,288.77,872.8276,Mid-High
1436,58,1,415.2,417.72122,Mid-Low
1437,7,8,319.02625,2626.457,High
1438,6,2,234.13,488.11108,Mid-Low
1439,7,4,403.7275,1632.4454,High
1440,151,2,294.11,591.85706,Mid-Low
1441,233,1,309.52,308.3234,Mid-Low
1442,209,1,134.7,137.42538,Low
1443,35,8,272.785,2170.4988,High
1444,11,4,167.14000000000001,684.80896,Mid-High
1445,117,8,111.24125000000001,921.8975,Mid-High
1446,29,1,108.97999999999999,106.92006,Low
1447,111,2,510.79,1010.84784,Mid-High
1448,250,1,409.57,419.38467,Mid-Low
1449,264,1,282.93,288.84888,Low
1450,155,1,51.0,49.565735,Low
1451,147,4,269.74,1128.0623,Mid-High
1452,205,1,90.6,93.54792,Low
1453,20,1,87.78,72.812805,Low
1454,356,1,174.4,180.56056,Low
1455,70,2,350.615,712.1745,Mid-High
1456,33,1,225.77,222.64984,Low
1457,9,3,304.06,906.3034,Mid-High
1458,22,4,532.0575,2096.2485,High
1459,12,1,161.2,159.43855,Low
1460,99,8,464.66875,3768.5571,High
1461,12,15,575.1993333333334,8590.511,High
1462,310,1,155.0,158.08684,Low
1463,285,1,100.5,101.44845,Low
1464,348,1,76.55,71.521126,Low
1465,175,1,257.68,251.89325,Low
1466,181,2,308.525,609.78174,Mid-Low
1467,34,2,174.05,332.87643,Mid-Low
1468,42,1,202.68,200.85938,Low
1469,16,1,626.0699999999999,632.4519,Mid-Low
1470,28,3,415.8966666666667,1257.6606,Mid-High
1471,6,2,63.38,133.43561,Low
1472,287,1,142.4,139.51137,Low
1473,23,3,590.1866666666666,1770.0939,High
1474,26,7,391.5514285714286,2579.9565,High
1475,55,2,521.73,1070.9476,Mid-High
1476,11,7,573.0971428571428,3991.626,High
1477,208,1,67.95,67.71482,Low
1478,50,8,368.59000000000003,2979.745,High
1479,55,2,243.995,497.4424,Mid-Low
1480,2,17,128.45647058823528,2188.729,High
1481,139,1,574.7,570.9535,Mid-Low
1482,28,12,308.14166666666665,3730.276,High
1483,120,4,368.9525,1475.1794,Mid-High
1484,24,6,245.72,1444.063,Mid-High
1485,109,1,156.75,158.08684,Low
1486,97,6,359.62166666666667,2145.9019,High
1487,1,7,372.3614285714286,2530.6912,High
1488,61,6,343.24166666666673,2069.0479,High
1489,82,9,122.78555555555555,1096.9312,Mid-High
1490,301,1,1063.0,1042.5778,Mid-High
1491,33,2,385.015,774.87164,Mid-High
1492,352,1,122.7,121.28946,Low
1493,82,7,213.8542857142857,1512.0524,Mid-High
1494,9,12,400.36083333333335,4808.518,High
1495,12,2,245.11,495.8578,Mid-Low
1496,15,2,519.95,1067.6992,Mid-High
1497,1,6,176.34333333333333,1055.5765,Mid-High
1498,89,1,387.52,383.72668,Mid-Low
1499,47,2,406.555,758.9445,Mid-High
1500,7,5,776.326,3845.284,High
1501,208,1,265.2,264.67572,Low
1502,8,1,322.08,314.08563,Mid-Low
1503,14,10,448.16700000000003,4356.7476,High
1504,40,2,181.67000000000002,351.52362,Mid-Low
1505,26,4,260.7425,1052.7263,Mid-High
1506,293,1,470.36,467.39474,Mid-Low
1507,16,5,394.226,2063.3916,High
1508,12,6,228.79999999999998,1329.2478,Mid-High
1509,89,1,89.06,93.86051,Low
1510,356,1,63.0,59.472668,Low
1511,296,1,131.9,137.42538,Low
1512,310,1,2661.24,2679.8872,High
1513,32,4,435.1075,1720.7216,High
1514,33,3,469.06333333333333,1424.6495,Mid-High
1515,195,2,794.91,1609.2742,High
1516,44,4,355.05,1416.1732,Mid-High
1517,19,3,280.83,814.28217,Mid-High
1518,9,5,232.64600000000002,1140.5685,Mid-High
1519,354,1,102.35000000000001,102.392525,Low
1520,9,4,226.775,890.4367,Mid-High
1521,171,3,161.08333333333334,479.47214,Mid-Low
1522,50,2,331.295,657.0532,Mid-Low
1523,1,2,132.22,274.7373,Low
1524,180,1,119.93,121.28946,Low
1525,12,8,334.93,2719.1025,High
1526,301,1,113.64,108.9808,Low
1527,145,1,1837.92,1901.9451,High
1528,100,3,144.78,422.66718,Mid-Low
1529,138,3,701.02,2121.5576,High
1530,56,11,182.18363636363637,2010.7456,High
1531,88,3,176.54,508.2962,Mid-Low
1532,237,3,352.8733333333334,1061.5514,Mid-High
1533,19,7,324.62857142857143,2275.3062,High
1534,8,4,149.69,578.575,Mid-Low
1535,2,2,230.595,475.78906,Mid-Low
1536,94,8,242.105,1907.4504,High
1537,64,2,117.17000000000002,224.63222,Low
1538,36,1,547.66,553.5382,Mid-Low
1539,62,3,308.6166666666667,926.97125,Mid-High
1540,247,1,215.7,210.53699,Low
1541,10,4,327.4,1294.2985,Mid-High
1542,244,2,158.125,310.5923,Mid-Low
1543,1,1,279.05,306.1018,Mid-Low
1544,155,2,318.255,634.279,Mid-Low
1545,8,6,344.69166666666666,2061.8787,High
1546,272,1,137.1,137.42538,Low
1547,40,1,321.92,323.23767,Mid-Low
1548,29,1,165.75,161.02321,Low
1549,17,6,199.38833333333332,1202.5378,Mid-High
1550,58,1,1064.28,1050.1492,Mid-High
1551,197,1,463.38,455.24072,Mid-Low
1552,165,2,170.465,327.37598,Mid-Low
1553,7,4,466.885,1831.2758,High
1554,16,1,139.56,138.62901,Low
1555,41,2,61.9,131.62758,Low
1556,302,2,269.40500000000003,563.6385,Mid-Low
1557,299,1,475.37,470.6234,Mid-Low
1558,33,5,391.464,1931.6483,High
1559,16,3,271.77333333333337,809.91534,Mid-High
1560,78,3,118.95,377.6686,Mid-Low
1561,174,2,125.605,249.73874,Low
1562,10,11,224.60636363636365,2490.1304,High
1563,1,4,693.0975,2789.2458,High
1564,37,4,168.315,690.5377,Mid-High
1565,7,8,738.205,5844.969,High
1566,7,5,402.434,2113.413,High
1567,14,6,230.53,1344.3141,Mid-High
1568,12,2,138.21,271.2887,Low
1569,1,5,262.962,1301.2859,Mid-High
1570,178,2,137.64,272.38275,Low
1571,91,3,151.86333333333334,466.64496,Mid-Low
1572,51,3,351.7833333333333,1037.5812,Mid-High
1573,8,6,350.34833333333336,2103.3337,High
1574,23,2,165.225,318.07162,Mid-Low
1575,54,1,174.37,181.05107,Low
1576,281,1,165.0,160.5327,Low
1577,14,4,243.635,1000.7043,Mid-High
1578,98,1,241.09,242.18929,Low
1579,22,9,207.52,1847.1573,High
1580,10,9,481.35555555555555,4616.1606,High
1581,3,53,148.62018867924527,7872.523,High
1582,27,1,364.21999999999997,378.03513,Mid-Low
1583,50,3,206.67999999999998,626.45404,Mid-Low
1584,16,6,487.65166666666664,2922.7456,High
1585,226,4,233.2125,911.6808,Mid-High
1586,15,7,278.5314285714286,1967.0148,High
1587,8,17,253.89588235294121,4317.324,High
1588,50,3,954.73,2771.995,High
1589,250,1,171.8,181.95741,Low
1590,48,1,355.56,354.0898,Mid-Low
1591,55,2,194.125,395.08182,Mid-Low
1592,6,2,268.74,566.00305,Mid-Low
1593,66,2,340.765,696.218,Mid-High
1594,49,8,182.70625,1459.1552,Mid-High
1595,176,1,103.25,103.34162,Low
1596,19,16,226.895625,3682.578,High
1597,14,2,1012.225,1990.8138,High
1598,31,4,519.525,2071.4058,High
1599,2,6,588.0066666666667,3479.707,High
1600,141,2,326.4,654.4784,Mid-Low
1601,301,1,289.24,292.49127,Low
1602,1,2,382.81,778.5525,Mid-High
1603,8,2,93.115,191.73993,Low
1604,142,1,165.07,160.5327,Low
1605,9,5,171.85399999999998,860.0431,Mid-High
1606,7,3,551.33,1654.7296,High
1607,47,2,162.07,315.5143,Mid-Low
1608,75,1,788.38,784.113,Mid-High
1609,7,21,104.61761904761904,2180.3562,High
1610,66,3,360.25333333333333,1076.5428,Mid-High
1611,1,16,296.965625,4770.1562,High
1612,86,4,774.78,3122.113,High
1613,101,1,1432.0,1386.9434,Mid-High
1614,47,2,765.1800000000001,1498.5707,Mid-High
1615,271,2,109.03,217.05309,Low
1616,30,6,449.63166666666666,2770.4666,High
1617,170,9,183.71333333333334,1625.1442,High
1618,362,1,35.400000000000006,34.17262,Low
1619,3,4,214.9275,844.90656,Mid-High
1620,7,1,138.6,137.77309,Low
1621,31,1,114.11,109.47131,Low
1622,134,4,196.91,803.52734,Mid-High
1623,159,4,260.565,1050.348,Mid-High
1624,40,1,157.05,158.57735,Low
1625,267,1,237.36,238.49579,Low
1626,9,9,177.90444444444447,1609.2614,High
1627,362,1,39.75,38.934658,Low
1628,5,4,361.785,1423.2432,Mid-High
1629,25,3,190.15333333333334,571.64667,Mid-Low
1630,12,3,205.99666666666667,615.43304,Mid-Low
1631,363,1,255.0,251.89325,Low
1632,10,6,290.09999999999997,1763.3007,High
1633,1,2,441.575,873.8977,Mid-High
1634,34,1,221.97,220.37659,Low
1635,296,1,393.33000000000004,403.3193,Mid-Low
1636,1,1,213.96,212.95737,Low
1637,265,1,660.0,663.3388,Mid-High
1638,2,90,129.53166666666667,11659.345,High
1639,6,14,1183.5357142857142,16540.223,High
1640,19,3,425.8666666666666,1310.3389,Mid-High
1641,62,4,150.39,583.7783,Mid-Low
1642,233,3,135.36,420.01584,Mid-Low
1643,1,2,234.6,470.69095,Mid-Low
1644,236,1,394.44,414.09686,Mid-Low
1645,196,2,206.39000000000001,430.3706,Mid-Low
1646,20,4,371.375,1457.9551,Mid-High
1647,175,1,320.58000000000004,322.68124,Mid-Low
1648,22,5,177.85,912.43616,Mid-High
1649,47,2,112.925,223.34822,Low
1650,186,2,449.815,920.0264,Mid-High
1651,14,4,697.8175,2804.7544,High
1652,81,2,335.98,692.4358,Mid-High
1653,37,1,604.83,604.77673,Mid-Low
1654,41,3,335.66,1017.7136,Mid-High
1655,253,1,114.56,109.79598,Low
1656,256,1,344.90000000000003,339.25656,Mid-Low
1657,26,2,304.925,610.0077,Mid-Low
1658,41,1,443.6,433.2486,Mid-Low
1659,42,6,497.41499999999996,2993.5999,High
1660,14,6,354.18,2138.7788,High
1661,12,1,110.46,106.132866,Low
1662,49,1,96.12,99.94423,Low
1663,160,2,346.90500000000003,695.66156,Mid-High
1664,58,2,415.38,792.20044,Mid-High
1665,147,2,298.545,593.27545,Mid-Low
1666,7,70,3835.4,223548.12,High
1667,191,1,243.22,241.8767,Low
1668,62,3,301.09999999999997,902.85394,Mid-High
1669,57,2,327.3,655.03485,Mid-Low
1670,67,1,114.18,109.47131,Low
1671,22,4,310.055,1240.2322,Mid-High
1672,13,3,523.1066666666667,1565.2871,Mid-High
1673,159,2,145.525,303.55472,Low
1674,8,4,212.055,837.39343,Mid-High
1675,107,1,123.14,121.28946,Low
1676,26,8,297.56625,2302.2524,High
1677,77,2,142.87,278.98438,Low
1678,17,1,107.95,103.967804,Low
1679,19,4,192.7925,802.21967,Mid-High
1680,10,2,318.945,633.4474,Mid-Low
1681,51,5,367.14,1867.6963,High
1682,14,1,195.25,193.53406,Low
1683,1,25,369.648,9233.464,High
1684,232,3,423.33,1316.5743,Mid-High
1685,270,2,205.765,420.93417,Mid-Low
1686,225,2,382.775,772.0797,Mid-High
1687,13,3,355.76666666666665,1059.097,Mid-High
1688,6,1,604.75,539.64606,Mid-Low
1689,21,6,424.7066666666667,2642.0552,High
1690,15,16,1797.131875,28762.863,High
1691,61,3,166.31666666666666,489.03293,Mid-Low
1692,178,2,26.0,50.98576,Low
1693,16,5,247.256,1240.6615,Mid-High
1694,97,1,628.38,615.515,Mid-Low
1695,30,19,261.63157894736844,4963.459,High
1696,199,1,112.8,107.877205,Low
1697,34,2,185.85,359.26318,Mid-Low
1698,21,5,422.866,2114.4067,High
1699,127,4,147.8875,583.2878,Mid-Low
1700,255,1,172.9,180.56056,Low
1701,61,6,296.4016666666667,1769.1257,High
1702,208,2,94.30499999999999,194.0285,Low
1703,6,4,273.4,1127.8711,Mid-High
1704,204,1,109.13000000000001,106.42954,Low
1705,22,3,745.1,2282.1294,High
1706,1,9,283.2633333333333,2500.6638,High
1707,9,15,197.504,2969.7078,High
1708,5,1,318.17,311.26318,Mid-Low
1709,1,9,171.8788888888889,1545.5076,Mid-High
1710,189,1,179.0,182.40863,Low
1711,144,2,350.59000000000003,711.61804,Mid-High
1712,5,13,378.54153846153844,4926.4165,High
1713,4,4,151.5325,581.44226,Mid-Low
1714,14,10,262.909,2658.5366,High
1715,19,3,305.69,905.9412,Mid-High
1716,19,10,239.461,2321.7615,High
1717,14,1,160.19,159.43855,Low
1718,15,4,216.845,852.5962,Mid-High
1719,33,2,164.84,315.5143,Mid-Low
1720,51,3,268.44666666666666,809.2022,Mid-High
1721,79,2,200.565,400.87317,Mid-Low
1722,137,1,187.92000000000002,191.00673,Low
1723,26,5,167.246,856.7467,Mid-High
1724,15,1,718.08,725.136,Mid-High
1725,264,1,268.58,276.71616,Low
1726,364,1,313.49,316.99158,Mid-Low
1727,55,7,251.44714285714286,1818.5403,High
1728,37,3,126.67333333333333,388.11594,Mid-Low
1729,21,7,319.7685714285714,2253.6353,High
1730,6,12,798.8258333333333,9611.038,High
1731,2,31,177.68548387096774,5501.8867,High
1732,119,2,540.875,1090.8967,Mid-High
1733,33,7,187.77857142857144,1254.0941,Mid-High
1734,10,6,561.22,3333.4485,High
1735,187,3,482.7366666666667,1441.6088,Mid-High
1736,2,6,233.39,1355.6671,Mid-High
1737,6,7,157.14000000000001,1030.4452,Mid-High
1738,103,5,244.052,1237.3151,Mid-High
1739,239,1,328.2,329.68887,Mid-Low
1740,19,5,283.15,1380.2198,Mid-High
1741,34,1,389.64,388.8649,Mid-Low
1742,77,1,563.15,551.84375,Mid-Low
1743,35,2,319.025,637.6089,Mid-Low
1744,15,10,427.24800000000005,4348.213,High
1745,5,1,738.96,785.7303,Mid-High
1746,65,1,420.5,417.72122,Mid-Low
1747,135,4,371.015,1475.1794,Mid-High
1748,103,2,435.425,876.65405,Mid-High
1749,287,1,89.2,93.54792,Low
1750,49,2,127.95,256.7374,Low
1751,254,1,300.52,300.25687,Low
1752,37,1,278.3,285.30475,Low
1753,19,3,84.70333333333333,252.20363,Low
1754,71,5,410.16999999999996,2054.5269,High
1755,7,2,96.30000000000001,194.37614,Low
1756,72,7,1476.1114285714286,10380.653,High
1757,222,2,438.21,882.3749,Mid-High
1758,102,1,139.26,137.73798,Low
1759,48,3,337.3,1017.7136,Mid-High
1760,41,11,230.75454545454548,2549.1865,High
1761,117,2,365.43,743.79346,Mid-High
1762,271,3,128.71666666666667,394.1337,Mid-Low
1763,45,2,223.84,469.38147,Mid-Low
1764,310,1,200.10000000000002,199.71635,Low
1765,16,2,144.995,304.75836,Low
1766,5,1,39.480000000000004,42.478523,Low
1767,16,1,368.45,370.1063,Mid-Low
1768,19,1,197.64,192.88242,Low
1769,7,4,186.265,753.7043,Mid-High
1770,54,1,6.2,13.449171,Low
1771,11,1,228.99,222.52638,Low
1772,21,5,165.338,848.3337,Mid-High
1773,156,1,131.45000000000002,121.28946,Low
1774,12,16,474.70375,7618.6367,High
1775,43,3,57.913333333333334,129.17857,Low
1776,41,1,157.7,161.02321,Low
1777,38,12,361.645,4279.468,High
1778,51,1,193.14,193.1729,Low
1779,152,3,281.84999999999997,816.6779,Mid-High
1780,5,4,138.6625,537.4645,Mid-Low
1781,65,1,193.39000000000001,193.1729,Low
1782,30,8,342.64625,2817.75,High
1783,31,11,189.80727272727273,2087.2346,High
1784,360,2,77.715,157.26544,Low
1785,27,2,389.25,794.2201,Mid-High
1786,187,1,271.85,276.71616,Low
1787,190,2,555.17,1119.7941,Mid-High
1788,64,3,219.26666666666665,663.667,Mid-High
1789,54,2,136.035,272.8733,Low
1790,11,4,126.8225,495.8497,Mid-Low
1791,357,1,48.800000000000004,49.565735,Low
1792,170,3,107.14333333333333,316.35095,Mid-Low
1793,23,3,270.33666666666664,815.23157,Mid-High
1794,6,11,193.25636363636366,2061.704,High
1795,187,3,713.2533333333334,2130.6077,High
1796,19,4,174.3875,684.1438,Mid-High
1797,43,1,197.13,195.83467,Low
1798,8,6,286.71666666666664,1751.6888,High
1799,18,2,39.525,90.804924,Low
1800,80,4,412.375,1632.6688,High
1801,258,1,62.85,59.472668,Low
1802,43,6,549.2933333333334,3287.8552,High
1803,34,4,706.1725,2822.072,High
1804,54,4,797.4525,3208.61,High
1805,139,1,309.4,308.3234,Mid-Low
1806,12,25,317.2216,7874.8154,High
1807,302,1,325.75,327.7069,Mid-Low
1808,13,2,255.675,501.4405,Mid-Low
1809,48,6,472.7816666666667,2792.03,High
1810,14,2,237.9,484.7184,Mid-Low
1811,68,7,394.26142857142855,2738.54,High
1812,109,2,322.825,642.94434,Mid-Low
1813,26,3,437.1266666666666,1326.01,Mid-High
1814,50,2,586.56,1193.7561,Mid-High
1815,3,4,338.435,1353.216,Mid-High
1816,9,1,170.32,174.92519,Low
1817,42,1,125.79,121.779976,Low
1818,16,2,420.59999999999997,867.43524,Mid-High
1819,19,1,266.76,262.2799,Low
1820,362,1,37.2,38.934658,Low
1821,1,12,1199.1583333333333,14398.368,High
1822,176,3,236.76,712.9784,Mid-High
1823,11,7,366.2142857142857,2502.6553,High
1824,93,1,391.31,388.62106,Mid-Low
1825,252,1,327.25,329.68887,Mid-Low
1826,168,3,118.25,345.43616,Mid-Low
1827,200,1,519.68,518.602,Mid-Low
1828,98,2,732.6600000000001,1434.9319,Mid-High
1829,3,9,165.06,1461.184,Mid-High
1830,67,3,235.39666666666668,713.53485,Mid-High
1831,10,1,255.4,250.86502,Low
1832,17,2,294.85,589.4613,Mid-Low
1833,9,6,126.93166666666667,765.08826,Mid-High
1834,122,1,765.3199999999999,768.2246,Mid-High
1835,243,1,364.8,358.13028,Mid-Low
1836,69,1,1862.0,1886.8336,High
1837,197,1,369.2,368.43304,Mid-Low
1838,326,1,135.9,137.42538,Low
1839,244,1,125.65,121.28946,Low
1840,138,2,277.19,571.67065,Mid-Low
1841,2,1,809.12,848.6315,Mid-High
1842,75,1,655.75,645.9834,Mid-Low
1843,20,17,600.77,10162.703,High
1844,195,2,234.38500000000002,489.07126,Mid-Low
1845,43,3,248.7733333333333,728.1564,Mid-High
1846,13,6,217.25333333333333,1246.4097,Mid-High
1847,1,9,157.92111111111112,1437.9138,Mid-High
1848,16,1,332.66,330.3998,Mid-Low
1849,11,5,562.126,2829.8376,High
1850,16,1,396.96,413.94012,Mid-Low
1851,148,2,308.075,609.78174,Mid-Low
1852,18,6,504.1233333333334,2996.6033,High
1853,64,1,277.8,285.30475,Low
1854,15,3,107.85000000000001,336.1259,Mid-Low
1855,2,190,715.8537368421053,136015.73,High
1856,7,2,433.925,870.3531,Mid-High
1857,26,4,306.8575,1219.9122,Mid-High
1858,81,2,153.74,308.8499,Mid-Low
1859,61,4,317.245,1284.6487,Mid-High
1860,106,2,805.075,1609.2742,High
1861,203,2,488.885,984.0531,Mid-High
1862,20,2,658.035,1274.8424,Mid-High
1863,41,1,749.1,769.8026,Mid-High
1864,236,1,310.05,309.06268,Mid-Low
1865,22,1,223.88,217.75941,Low
1866,99,3,790.9533333333334,2352.3513,High
1867,13,4,264.82,1068.2313,Mid-High
1868,356,1,363.53,359.2125,Mid-Low
1869,72,2,945.47,1929.0771,High
1870,287,1,1784.71,1820.4977,High
1871,24,8,1017.1275,7986.693,High
1872,47,3,540.6266666666667,1592.0746,Mid-High
1873,20,12,491.6875,5963.4624,High
1874,4,1,100.9,103.34933,Low
1875,62,2,145.41,304.04526,Low
1876,13,6,183.66166666666666,1115.8733,Mid-High
1877,9,1,371.2,377.9868,Mid-Low
1878,69,1,311.69,309.6191,Mid-Low
1879,50,11,736.3172727272727,8046.943,High
1880,15,1,289.82,293.6389,Low
1881,2,1,336.17,335.33475,Mid-Low
1882,243,1,58.49,55.96367,Low
1883,137,3,166.56,488.5424,Mid-Low
1884,54,4,173.855,691.2402,Mid-High
1885,161,1,88.3,75.274536,Low
1886,1,9,782.7422222222223,7053.207,High
1887,261,1,126.7,121.28946,Low
1888,9,4,309.9075,1242.8363,Mid-High
1889,237,1,206.21,203.43822,Low
1890,86,2,299.5,597.88983,Mid-Low
1891,5,1,191.32,193.88435,Low
1892,40,1,463.8,455.79715,Mid-Low
1893,20,1,147.59,148.95808,Low
1894,58,4,398.015,1603.5604,Mid-High
1895,25,3,372.19,1113.2277,Mid-High
1896,118,1,114.77,109.79598,Low
1897,97,3,438.15000000000003,1331.5953,Mid-High
1898,27,1,114.39,112.02862,Low
1899,47,1,279.94,285.30475,Low
1900,47,7,112.98,791.13165,Mid-High
1901,62,5,386.284,1931.6483,High
1902,236,1,102.12,102.15791,Low
1903,9,2,106.635,211.37361,Low
1904,188,2,148.375,303.55472,Low
1905,6,2,163.2,317.3224,Mid-Low
1906,202,1,334.54,331.7072,Mid-Low
1907,29,2,116.61500000000001,224.63222,Low
1908,36,3,182.06666666666663,544.4715,Mid-Low
1909,160,2,214.935,439.94128,Mid-Low
1910,38,1,490.52,491.32718,Mid-Low
1911,106,4,410.44,1625.0704,High
1912,137,1,1246.32,1236.3774,Mid-High
1913,6,28,225.5917857142857,6277.4126,High
1914,41,1,502.09,499.09,Mid-Low
1915,149,1,156.91,158.08684,Low
1916,2,3,420.5933333333333,1298.0612,Mid-High
1917,26,1,308.94,311.43713,Mid-Low
1918,44,2,211.52,434.04355,Mid-Low
1919,33,2,130.085,256.7374,Low
1920,163,1,170.04,177.02481,Low
1921,24,1,125.58,124.33727,Low
1922,29,3,165.40333333333334,479.96268,Mid-Low
1923,257,1,266.0,264.67572,Low
1924,17,8,209.10625000000002,1701.6833,High
1925,2,4,226.26,890.4344,Mid-High
1926,29,10,611.112,6025.5806,High
1927,19,8,169.615,1358.3036,Mid-High
1928,23,1,377.01,383.4569,Mid-Low
1929,70,3,156.33333333333334,469.52197,Mid-Low
1930,21,4,266.53749999999997,1067.1987,Mid-High
1931,33,3,170.80999999999997,492.31488,Mid-Low
1932,62,2,259.14,503.02512,Mid-Low
1933,20,3,164.20333333333335,477.01044,Mid-Low
1934,246,3,1653.0333333333335,4959.883,High
1935,15,9,268.7633333333333,2423.3215,High
1936,6,8,538.57625,4288.5103,High
